aX,aY,aZ,gX,gY,gZ
0.304,0.834,-1.051,119.141,-35.278,46.997
0.288,0.745,-1.208,135.376,-20.142,54.077
0.378,0.675,-1.491,138.916,-2.747,61.646
0.495,0.644,-1.614,119.690,10.498,60.669
0.553,0.612,-1.541,87.952,10.315,46.753
0.494,0.595,-1.328,57.373,-5.737,26.123
0.316,0.592,-1.080,35.461,-27.405,7.935
0.140,0.546,-0.913,29.846,-39.063,2.197
0.121,0.498,-0.908,36.804,-28.870,10.620
0.198,0.462,-0.964,44.617,-4.944,22.644
0.312,0.448,-1.002,45.410,16.357,30.212
0.413,0.428,-1.029,40.588,22.461,30.396
0.462,0.445,-1.005,30.762,15.198,23.926
0.445,0.462,-0.976,22.156,3.235,14.221
0.393,0.485,-0.950,16.724,-4.517,6.592
0.349,0.530,-0.920,12.573,-5.249,3.662
0.341,0.552,-0.889,11.963,-2.197,4.456
0.318,0.573,-0.852,12.146,1.526,5.432
0.293,0.574,-0.856,13.794,3.357,7.141
0.313,0.552,-0.891,15.442,4.639,9.644
0.346,0.539,-0.935,15.076,5.981,10.620
0.367,0.518,-0.955,12.817,6.531,8.362
0.385,0.503,-0.959,9.583,3.540,5.371
0.385,0.499,-0.936,5.920,-2.258,1.953
0.355,0.482,-0.925,4.822,-7.751,-1.465
0.346,0.454,-0.932,5.066,-8.057,-1.892
0.352,0.447,-0.933,4.150,-3.845,-0.854
0.356,0.463,-0.912,0.916,0.977,-0.732
0.364,0.490,-0.844,-2.380,2.747,-2.502
0.330,0.493,-0.797,-3.296,-0.244,-5.676
0.313,0.491,-0.781,-3.052,-4.639,-6.592
0.314,0.498,-0.791,-1.709,-5.737,-5.920
0.312,0.498,-0.817,0.427,-4.700,-5.066
0.324,0.494,-0.846,2.441,-4.517,-3.845
0.338,0.472,-0.882,2.258,-4.578,-2.869
0.340,0.488,-0.885,-0.977,-2.747,-3.601
0.328,0.486,-0.864,-3.296,-0.183,-6.104
0.315,0.496,-0.859,-3.784,0.122,-7.568
0.309,0.499,-0.864,-3.174,-1.160,-8.179
0.292,0.505,-0.861,-3.723,-3.174,-9.155
0.273,0.510,-0.844,-4.883,-4.578,-9.521
0.262,0.520,-0.825,-5.310,-5.066,-9.338
0.258,0.513,-0.814,-5.493,-6.042,-8.850
0.269,0.519,-0.794,-6.897,-6.592,-8.362
0.262,0.518,-0.768,-8.423,-7.629,-8.728
0.250,0.508,-0.747,-8.545,-7.996,-8.728
0.251,0.496,-0.748,-7.019,-6.226,-7.507
0.267,0.501,-0.749,-5.798,-3.479,-6.226
0.266,0.506,-0.748,-3.967,-2.136,-6.348
0.272,0.510,-0.764,-1.831,-3.662,-5.737
0.288,0.522,-0.778,-0.610,-6.409,-5.249
0.287,0.516,-0.775,-0.427,-9.827,-6.409
0.282,0.518,-0.764,-0.183,-13.000,-7.446
0.266,0.517,-0.746,0.183,-15.808,-8.179
0.246,0.511,-0.748,1.526,-17.578,-7.751
0.240,0.515,-0.767,2.686,-15.076,-5.981
0.241,0.511,-0.791,3.418,-9.216,-3.662
0.262,0.518,-0.809,4.211,-5.127,-1.709
0.288,0.512,-0.839,5.249,-5.737,-0.793
0.308,0.519,-0.852,4.517,-7.874,-1.343
0.295,0.524,-0.841,2.441,-8.728,-3.784
0.282,0.527,-0.820,1.160,-8.545,-5.371
0.281,0.531,-0.808,1.038,-9.033,-5.615
0.280,0.529,-0.813,1.526,-10.803,-5.676
0.270,0.527,-0.821,1.953,-10.559,-5.676
0.278,0.523,-0.826,1.831,-6.958,-5.432
0.288,0.510,-0.816,1.648,-4.089,-5.615
0.286,0.508,-0.775,0.671,-4.028,-6.592
0.268,0.508,-0.724,0.488,-6.775,-7.874
0.239,0.502,-0.695,1.465,-10.193,-8.484
0.216,0.499,-0.691,3.418,-11.353,-6.897
0.213,0.499,-0.712,5.920,-8.118,-4.395
0.218,0.497,-0.747,7.996,-1.709,-1.892
0.239,0.504,-0.789,9.033,2.808,0.977
0.266,0.511,-0.852,10.254,4.578,3.113
0.291,0.516,-0.904,10.193,4.639,3.113
0.312,0.526,-0.923,7.690,2.991,1.282
0.299,0.532,-0.907,3.845,-1.099,-2.075
0.264,0.537,-0.884,0.610,-5.615,-4.578
0.250,0.538,-0.855,-1.465,-6.165,-4.761
0.253,0.536,-0.840,-1.526,-2.563,-3.662
0.274,0.530,-0.836,-0.610,0.549,-2.075
0.293,0.525,-0.825,0.366,-0.610,-1.160
0.303,0.509,-0.831,1.038,-4.089,-1.404
0.304,0.501,-0.825,-0.305,-5.066,-2.625
0.287,0.512,-0.786,-3.052,-3.723,-4.395
0.266,0.515,-0.754,-3.723,-3.784,-5.554
0.257,0.518,-0.743,-2.441,-4.944,-4.761
0.260,0.521,-0.741,-1.160,-4.761,-3.479
0.262,0.515,-0.748,0.854,-3.296,-2.686
0.270,0.518,-0.756,2.563,-2.319,-2.136
0.276,0.518,-0.776,4.761,-2.625,-1.465
0.289,0.521,-0.797,5.798,-2.991,-1.099
0.292,0.520,-0.805,5.310,-2.930,-1.892
0.291,0.520,-0.798,4.395,-2.686,-2.991
0.292,0.530,-0.792,3.845,-3.296,-3.906
0.288,0.519,-0.801,4.089,-4.578,-4.395
0.288,0.526,-0.799,3.357,-5.066,-4.456
0.286,0.526,-0.791,2.441,-4.333,-4.822
0.281,0.528,-0.798,3.296,-3.906,-4.517
0.280,0.534,-0.804,4.028,-3.784,-3.723
0.275,0.531,-0.820,4.822,-4.395,-3.052
0.277,0.522,-0.839,4.700,-4.456,-2.441
0.284,0.525,-0.837,3.174,-3.357,-2.502
0.287,0.519,-0.815,1.648,-3.174,-3.479
0.287,0.523,-0.792,0.549,-4.150,-4.456
0.280,0.522,-0.782,0.916,-4.700,-4.944
0.281,0.525,-0.777,1.770,-3.784,-5.005
0.278,0.526,-0.784,2.747,-3.296,-4.822
0.272,0.520,-0.786,3.418,-3.906,-4.272
0.267,0.528,-0.786,3.540,-4.089,-3.723
0.264,0.523,-0.792,4.456,-3.967,-3.296
0.270,0.524,-0.812,5.066,-4.211,-2.625

0.673,0.583,-1.524,-59.937,38.757,-19.287
0.676,0.548,-1.504,-73.608,34.912,-28.076
0.676,0.535,-1.430,-89.844,29.419,-40.405
0.657,0.599,-1.342,-106.812,25.208,-50.354
0.627,0.548,-1.230,-114.014,24.353,-56.091
0.587,0.568,-1.121,-124.390,25.940,-66.223
0.535,0.554,-1.002,-131.958,22.461,-74.158
0.481,0.561,-0.910,-137.634,16.602,-80.811
0.429,0.557,-0.851,-140.137,13.123,-85.144
0.386,0.545,-0.814,-142.212,13.062,-87.952
0.343,0.547,-0.777,-146.606,15.564,-90.332
0.315,0.556,-0.739,-150.940,18.921,-92.651
0.289,0.571,-0.685,-154.602,20.813,-95.703
0.263,0.604,-0.628,-157.593,19.104,-99.365
0.236,0.608,-0.576,-158.752,13.794,-103.149
0.186,0.628,-0.537,-158.630,4.883,-107.910
0.113,0.626,-0.513,-159.180,-4.028,-111.694
0.063,0.642,-0.488,-160.706,-6.958,-111.755
0.031,0.654,-0.438,-161.438,-3.906,-110.413
-0.007,0.660,-0.378,-162.781,-1.282,-109.192
-0.028,0.676,-0.316,-163.086,0.671,-107.483
-0.047,0.697,-0.259,-160.706,3.052,-104.370
-0.057,0.694,-0.214,-155.701,3.845,-100.098
-0.065,0.697,-0.182,-151.123,1.282,-96.558
-0.079,0.695,-0.145,-148.254,-3.784,-92.651
-0.084,0.703,-0.111,-145.264,-7.751,-89.050
-0.088,0.708,-0.084,-141.663,-9.766,-86.914
-0.047,0.750,-0.054,-138.611,-11.108,-83.984
-0.107,0.671,0.027,-132.812,-12.390,-79.834
-0.084,0.670,0.105,-133.728,-15.015,-85.510
-0.116,0.719,0.174,-135.010,-20.203,-89.111
-0.151,0.745,0.233,-128.601,-27.161,-88.684
-0.187,0.711,0.229,-116.943,-30.396,-84.167
-0.244,0.650,0.216,-109.863,-27.771,-79.712
-0.238,0.742,0.233,-114.807,-17.700,-76.538
-0.258,0.757,0.286,-113.037,-5.310,-68.787
-0.245,0.765,0.335,-107.910,1.038,-63.171
-0.227,0.783,0.373,-101.746,0.793,-57.861
-0.216,0.786,0.374,-93.567,-5.432,-54.871
-0.221,0.797,0.339,-86.975,-10.925,-53.650
-0.205,0.792,0.316,-81.543,-12.878,-52.246
-0.224,0.802,0.300,-78.003,-12.756,-52.246
-0.248,0.806,0.297,-77.087,-11.597,-53.650
-0.277,0.817,0.292,-76.843,-9.705,-53.284
-0.300,0.824,0.297,-78.003,-6.348,-50.964
-0.295,0.840,0.297,-78.552,-0.549,-47.180
-0.286,0.847,0.300,-79.163,5.737,-44.495
-0.274,0.860,0.314,-79.407,9.338,-43.030
-0.264,0.871,0.358,-78.491,8.362,-43.152
-0.255,0.870,0.374,-74.219,3.052,-44.434
-0.253,0.857,0.379,-69.519,-6.592,-47.119
-0.260,0.846,0.376,-66.528,-15.503,-50.720
-0.297,0.834,0.351,-64.270,-21.057,-54.199
-0.336,0.822,0.339,-64.819,-21.667,-55.298
-0.385,0.830,0.363,-68.115,-16.724,-53.528
-0.385,0.827,0.385,-69.946,-9.094,-48.950
-0.381,0.832,0.435,-69.946,-2.808,-44.250
-0.363,0.819,0.480,-67.871,1.099,-41.504
-0.349,0.813,0.501,-63.110,-0.793,-39.246
-0.328,0.788,0.512,-58.533,-6.165,-38.635
-0.327,0.774,0.499,-53.955,-14.648,-41.199
-0.352,0.729,0.480,-50.171,-22.888,-43.152
-0.378,0.716,0.509,-51.575,-25.940,-44.983
-0.407,0.744,0.544,-52.307,-23.132,-45.532
-0.436,0.660,0.571,-49.377,-18.921,-44.739
-0.436,0.708,0.575,-49.194,-16.052,-42.236
-0.455,0.704,0.624,-48.767,-14.038,-39.001
-0.464,0.670,0.649,-43.091,-12.329,-34.973
-0.448,0.694,0.651,-39.307,-11.353,-30.396
-0.476,0.662,0.689,-34.729,-11.597,-25.696
-0.456,0.661,0.688,-30.762,-10.376,-22.156
-0.440,0.643,0.681,-26.611,-9.277,-19.348
-0.427,0.640,0.667,-23.254,-9.888,-17.700
-0.443,0.636,0.677,-21.545,-10.864,-17.517
-0.455,0.648,0.686,-18.921,-10.315,-16.602
-0.457,0.655,0.692,-15.991,-10.437,-15.381
-0.459,0.662,0.698,-12.756,-10.193,-13.245
-0.460,0.663,0.685,-9.644,-10.193,-10.864
-0.456,0.664,0.675,-6.775,-9.033,-7.935
-0.441,0.659,0.659,-4.395,-7.202,-5.676
-0.425,0.666,0.637,-3.113,-5.615,-3.540
-0.417,0.674,0.636,-2.319,-4.883,-2.808
-0.411,0.684,0.633,-1.221,-3.296,-2.686
-0.411,0.697,0.629,-0.122,-3.052,-2.747
-0.414,0.710,0.622,1.526,-2.502,-2.014
-0.412,0.717,0.603,3.479,-2.441,-1.099
-0.402,0.721,0.576,4.944,-2.930,-0.183
-0.394,0.731,0.555,5.127,-3.052,-0.183
-0.390,0.732,0.539,5.127,-3.601,-0.793
-0.390,0.734,0.540,4.272,-4.700,-1.953
-0.397,0.736,0.549,3.784,-5.493,-3.601
-0.409,0.735,0.550,3.967,-5.798,-5.066
-0.410,0.740,0.555,4.395,-6.470,-5.188
-0.416,0.744,0.559,5.188,-7.385,-5.188
-0.429,0.744,0.556,6.653,-8.240,-4.578
-0.434,0.740,0.540,7.202,-7.385,-2.869
-0.426,0.738,0.535,6.348,-4.333,-0.427
-0.408,0.734,0.522,5.554,-1.099,1.343
-0.387,0.731,0.522,4.639,0.366,2.014
-0.375,0.734,0.525,3.418,-0.549,0.732
-0.374,0.739,0.530,2.686,-3.601,-1.465
-0.379,0.741,0.534,2.380,-6.470,-3.967
-0.395,0.746,0.541,1.892,-7.812,-6.287
-0.410,0.744,0.540,1.587,-7.812,-6.958
-0.419,0.746,0.553,1.282,-6.592,-6.287
-0.422,0.744,0.564,1.892,-5.310,-5.005
-0.423,0.736,0.569,2.930,-4.700,-3.235
-0.414,0.726,0.566,3.662,-4.639,-1.648
-0.401,0.724,0.555,4.089,-4.395,-0.671
-0.395,0.721,0.535,4.333,-4.822,-0.916
-0.389,0.725,0.526,3.540,-5.493,-1.953
-0.399,0.733,0.537,2.136,-5.249,-3.540
-0.411,0.741,0.559,1.099,-4.944,-4.456
-0.408,0.744,0.569,1.343,-4.578,-4.150
-0.402,0.744,0.570,2.319,-4.272,-3.479
-0.401,0.743,0.561,3.784,-3.967,-2.930
-0.402,0.739,0.555,4.639,-3.906,-2.563
-0.401,0.738,0.551,4.761,-4.089,-2.014
-0.398,0.733,0.554,4.517,-4.578,-2.197

-0.723,-0.144,2.199,97.595,13.123,36.926
-0.752,-0.196,2.272,141.785,-5.615,48.950
-0.796,-0.267,2.209,193.115,-26.245,61.646
-0.761,-0.253,1.992,243.408,-35.767,78.735
-0.742,-0.332,1.695,290.710,-27.710,98.450
-0.702,-0.407,1.384,331.787,-14.404,117.737
-0.698,-0.423,1.018,359.497,-0.793,136.780
-0.636,-0.361,0.665,373.535,12.085,155.945
-0.633,-0.313,0.327,388.062,27.344,176.025
-0.530,-0.285,-0.028,398.010,47.852,194.275
-0.384,-0.201,-0.340,401.306,69.336,211.182
-0.118,-0.139,-0.750,402.344,77.087,225.525
0.117,-0.106,-1.032,391.541,61.096,231.262
0.326,-0.056,-1.242,361.694,36.438,217.896
0.437,0.061,-1.329,322.815,21.973,192.566
0.362,0.192,-1.267,288.086,10.925,169.128
0.322,0.276,-1.236,270.386,3.235,157.104
0.380,0.289,-1.151,266.602,1.465,160.217
0.463,0.282,-1.361,289.856,8.972,166.443
0.572,0.257,-1.421,288.940,24.536,165.283
0.702,0.200,-1.450,282.959,26.550,168.274
0.823,0.231,-1.459,270.081,17.822,159.790
0.818,0.196,-1.503,259.888,2.747,141.541
0.811,0.174,-1.631,239.380,-8.850,117.554
0.811,0.179,-1.716,207.886,-6.226,98.328
0.812,0.235,-1.681,173.096,1.831,81.421
0.803,0.287,-1.600,140.076,3.174,65.125
0.744,0.340,-1.505,114.441,-5.554,52.246
0.710,0.400,-1.418,97.534,-22.217,43.701
0.647,0.429,-1.347,88.501,-36.072,35.522
0.600,0.427,-1.249,81.665,-38.513,27.222
0.498,0.475,-1.152,75.317,-34.912,20.264
0.460,0.477,-1.221,81.177,-26.733,17.578
0.407,0.556,-1.096,59.998,-22.217,15.198
0.354,0.596,-1.043,54.260,-25.208,15.015
0.273,0.581,-1.005,52.917,-26.245,9.766
0.196,0.574,-1.008,53.650,-25.208,10.559
0.174,0.525,-1.051,57.617,-20.447,13.733
0.187,0.477,-1.115,61.646,-14.404,17.761
0.242,0.424,-1.194,63.599,-9.827,21.545
0.306,0.399,-1.237,58.838,-7.324,21.667
0.309,0.392,-1.214,45.105,-11.414,17.273
0.280,0.389,-1.126,27.832,-20.813,11.536
0.242,0.404,-0.991,13.672,-27.222,6.836
0.188,0.386,-0.898,8.423,-27.710,3.540
0.167,0.357,-0.874,10.559,-20.752,4.883
0.212,0.346,-0.919,16.418,-8.057,10.376
0.286,0.344,-0.982,21.057,1.648,15.625
0.354,0.350,-1.010,20.874,2.808,17.212
0.399,0.350,-1.000,15.991,-2.563,14.893
0.408,0.363,-0.950,7.629,-8.850,10.376
0.389,0.392,-0.858,-1.160,-13.672,5.249
0.338,0.406,-0.752,-5.981,-16.785,1.099
0.279,0.382,-0.722,-2.319,-15.991,-0.549
0.266,0.377,-0.756,5.310,-8.179,1.770
0.295,0.374,-0.831,13.428,1.709,5.615
0.338,0.355,-0.932,20.691,6.287,8.545
0.371,0.337,-1.009,22.949,4.272,8.728
0.387,0.338,-1.077,20.752,-0.977,6.042
0.379,0.342,-1.073,13.245,-5.371,2.197
0.349,0.358,-1.004,4.028,-8.362,-2.319
0.311,0.364,-0.952,-1.587,-10.498,-5.249
0.297,0.377,-0.932,-3.235,-9.888,-5.615
0.303,0.389,-0.930,-3.235,-6.226,-5.310
0.298,0.389,-0.930,-2.563,-1.892,-5.676
0.304,0.370,-0.921,-2.258,0.000,-5.859
0.320,0.389,-0.898,-3.906,-1.709,-5.920
0.312,0.396,-0.860,-5.127,-6.104,-7.629
0.281,0.391,-0.827,-4.883,-11.353,-9.705
0.250,0.379,-0.826,-4.089,-13.428,-10.010
0.243,0.383,-0.827,-3.723,-10.010,-8.911
0.238,0.369,-0.824,-2.502,-4.395,-7.568
0.246,0.365,-0.834,-0.183,-0.427,-6.165
0.260,0.364,-0.861,2.441,0.000,-4.700
0.268,0.362,-0.878,3.784,-1.343,-4.333
0.274,0.361,-0.876,3.418,-2.258,-4.456
0.272,0.370,-0.874,2.136,-2.930,-4.700
0.272,0.380,-0.866,1.465,-3.784,-4.578
0.268,0.388,-0.871,1.404,-5.127,-4.395
0.253,0.387,-0.889,1.587,-6.165,-4.272
0.254,0.389,-0.916,2.625,-4.578,-3.723
0.265,0.385,-0.940,3.723,-1.587,-3.845
0.274,0.388,-0.950,4.089,-0.549,-4.150
0.283,0.382,-0.956,4.150,-2.319,-4.517
0.274,0.386,-0.925,1.892,-5.188,-5.676
0.251,0.391,-0.882,-0.793,-7.874,-6.958
0.226,0.383,-0.862,-1.343,-9.827,-6.775
0.211,0.381,-0.855,-1.831,-10.925,-4.944
0.212,0.376,-0.848,-2.075,-8.911,-2.747
0.228,0.375,-0.847,-0.732,-4.089,-1.160
0.251,0.368,-0.873,2.197,0.183,0.183
0.289,0.366,-0.899,4.150,1.526,1.099
0.319,0.375,-0.912,3.601,0.000,0.183
0.314,0.382,-0.896,1.648,-3.357,-2.808
0.282,0.384,-0.871,0.061,-6.897,-5.737
0.262,0.391,-0.848,-1.099,-8.057,-6.592
0.250,0.391,-0.843,-0.549,-7.202,-6.592
0.235,0.391,-0.849,1.038,-6.470,-5.798
0.244,0.386,-0.868,2.869,-5.737,-3.540
0.265,0.382,-0.885,4.150,-3.845,-1.831
0.284,0.380,-0.903,4.944,-2.014,-1.343
0.300,0.378,-0.919,4.456,-2.014,-1.953
0.303,0.377,-0.922,2.625,-3.540,-2.930
0.291,0.381,-0.909,-0.244,-4.395,-4.089
0.288,0.387,-0.890,-2.258,-4.639,-4.822
0.279,0.389,-0.882,-3.296,-4.456,-5.737
0.260,0.385,-0.878,-3.540,-4.700,-5.981
0.259,0.392,-0.866,-3.967,-4.211,-5.554
0.259,0.401,-0.859,-3.052,-3.662,-4.578
0.264,0.398,-0.866,-0.488,-3.357,-3.784
0.271,0.389,-0.867,1.038,-3.235,-3.113
0.275,0.396,-0.858,1.038,-4.089,-2.563
0.275,0.389,-0.855,1.831,-5.127,-2.686
0.274,0.386,-0.853,1.526,-5.676,-3.113
0.266,0.380,-0.854,0.977,-5.188,-3.113
0.260,0.380,-0.851,0.183,-3.113,-2.991
0.260,0.383,-0.863,-0.549,-0.427,-2.563
0.267,0.394,-0.864,-1.221,1.465,-1.831
0.276,0.396,-0.863,-0.732,1.160,-1.831

1.102,0.223,-1.851,277.954,24.719,208.313
1.068,0.305,-1.695,239.746,-30.396,155.029
0.682,0.417,-1.501,202.820,-78.125,108.704
0.586,0.379,-1.644,193.115,-73.853,95.276
0.685,0.358,-1.728,184.387,-16.357,105.591
0.892,0.522,-1.712,166.138,28.809,114.990
1.069,0.508,-1.624,152.283,29.297,117.371
1.083,0.621,-1.467,129.700,-1.282,95.581
0.835,0.682,-1.272,115.173,-34.729,63.660
0.579,0.659,-1.019,98.999,-55.725,40.222
0.448,0.642,-0.939,100.220,-54.260,37.048
0.384,0.646,-0.882,101.318,-33.569,40.894
0.410,0.665,-0.867,101.257,-13.855,47.913
0.444,0.674,-0.882,103.699,-4.639,52.612
0.457,0.651,-0.947,105.530,-5.676,51.392
0.502,0.582,-1.085,104.980,-5.798,48.157
0.539,0.577,-1.136,93.994,-3.540,42.358
0.495,0.591,-1.107,78.674,-9.033,32.349
0.452,0.558,-1.068,69.824,-18.188,24.719
0.420,0.569,-0.990,60.852,-21.179,18.982
0.314,0.575,-0.849,52.917,-22.522,13.367
0.215,0.575,-0.775,53.955,-23.621,13.550
0.229,0.556,-0.822,64.819,-21.484,23.071
0.291,0.532,-0.967,77.393,-10.681,34.180
0.392,0.507,-1.140,84.045,3.723,42.114
0.547,0.482,-1.364,82.153,12.085,43.945
0.659,0.462,-1.495,65.491,10.559,35.889
0.672,0.470,-1.428,38.208,-0.122,19.592
0.567,0.488,-1.184,10.193,-14.709,-0.977
0.432,0.511,-0.948,-7.568,-28.198,-16.052
0.301,0.498,-0.805,-8.789,-33.142,-19.714
0.261,0.510,-0.772,-1.404,-25.452,-12.878
0.297,0.513,-0.795,7.141,-11.292,-2.686
0.348,0.506,-0.822,12.207,-2.075,2.808
0.399,0.492,-0.859,14.954,-2.502,4.333
0.419,0.497,-0.868,13.306,-8.789,2.502
0.375,0.487,-0.858,9.827,-14.160,-1.770
0.363,0.472,-0.875,8.545,-13.367,-3.479
0.360,0.463,-0.894,7.507,-7.690,-3.052
0.377,0.465,-0.892,5.615,-2.991,-2.258
0.389,0.470,-0.881,3.906,-2.136,-2.441
0.367,0.463,-0.848,2.808,-5.371,-4.456
0.330,0.465,-0.811,1.831,-9.705,-6.836
0.296,0.464,-0.798,2.747,-12.756,-7.507
0.280,0.455,-0.801,4.700,-11.414,-6.470
0.294,0.452,-0.812,6.287,-6.714,-4.211
0.315,0.442,-0.837,7.263,-3.357,-1.831
0.335,0.435,-0.870,6.775,-3.174,-0.671
0.357,0.434,-0.887,5.127,-2.441,-0.732
0.369,0.443,-0.854,2.502,-1.648,-2.014
0.353,0.450,-0.797,0.488,-3.845,-4.578
0.303,0.442,-0.750,0.977,-8.118,-6.775
0.281,0.435,-0.741,3.723,-10.193,-5.676
0.272,0.429,-0.760,7.324,-8.484,-3.052
0.281,0.420,-0.802,10.437,-3.296,-0.061
0.318,0.425,-0.847,11.780,1.526,2.869
0.355,0.425,-0.898,12.634,2.319,3.906
0.378,0.420,-0.942,11.902,0.854,2.808
0.389,0.417,-0.966,8.362,-0.122,0.427
0.386,0.419,-0.955,3.113,-0.427,-2.075
0.392,0.424,-0.906,-1.709,-1.587,-4.333
0.384,0.442,-0.838,-5.188,-3.174,-6.836
0.349,0.463,-0.776,-6.287,-4.761,-9.399
0.306,0.467,-0.736,-4.456,-6.714,-9.827
0.289,0.462,-0.742,-0.366,-6.775,-7.996
0.283,0.461,-0.768,2.563,-4.944,-5.676
0.285,0.449,-0.780,4.333,-3.052,-2.991
0.306,0.445,-0.799,5.371,-2.625,-1.038
0.329,0.435,-0.835,6.531,-2.380,0.000
0.350,0.432,-0.874,6.226,-1.648,-0.061
0.357,0.427,-0.901,4.944,-1.465,-1.038
0.374,0.430,-0.911,3.174,-1.892,-2.441
0.373,0.434,-0.890,0.488,-2.625,-4.578
0.368,0.452,-0.846,-2.258,-3.967,-6.592
0.352,0.458,-0.796,-2.808,-5.981,-8.057
0.315,0.466,-0.748,-2.197,-9.338,-9.033
0.296,0.467,-0.742,0.916,-10.620,-8.057
0.293,0.462,-0.766,5.127,-7.874,-5.676
0.305,0.454,-0.810,8.118,-3.723,-3.235
0.332,0.452,-0.858,8.667,-1.953,-1.526
0.355,0.450,-0.889,7.446,-2.869,-1.526
0.355,0.433,-0.903,5.005,-4.395,-2.991
0.339,0.440,-0.872,1.221,-4.944,-4.578
0.323,0.443,-0.855,-0.427,-4.333,-5.554
0.323,0.445,-0.860,-0.122,-2.930,-5.676
0.327,0.454,-0.855,-0.366,-1.709,-4.944
0.342,0.458,-0.856,0.305,-1.404,-4.578
0.341,0.454,-0.847,0.488,-1.953,-5.005
0.340,0.460,-0.826,-0.305,-3.967,-5.432
0.333,0.462,-0.802,-0.427,-5.554,-5.920
0.310,0.460,-0.787,0.305,-6.409,-6.653
0.307,0.447,-0.796,1.709,-6.409,-5.920
0.318,0.444,-0.831,2.441,-5.066,-4.700
0.327,0.445,-0.837,1.709,-3.113,-3.906
0.331,0.445,-0.835,1.343,-2.380,-3.662
0.336,0.432,-0.842,1.465,-2.869,-3.601
0.344,0.442,-0.839,0.549,-3.235,-3.601
0.334,0.451,-0.818,-0.610,-3.784,-4.639
0.325,0.456,-0.795,-0.549,-5.188,-5.554
0.314,0.459,-0.782,0.244,-7.019,-5.920
0.299,0.449,-0.792,1.770,-8.423,-5.432
0.302,0.452,-0.794,2.197,-7.874,-4.456
0.309,0.444,-0.820,3.113,-5.005,-3.540
0.323,0.447,-0.826,3.174,-1.953,-2.563
0.334,0.449,-0.822,3.174,-1.648,-2.502
0.338,0.439,-0.834,3.784,-4.028,-2.808
0.343,0.443,-0.844,2.502,-5.432,-3.235
0.334,0.446,-0.834,0.671,-4.272,-4.456
0.330,0.454,-0.820,0.122,-3.845,-4.883
0.333,0.459,-0.813,0.916,-4.272,-4.700
0.332,0.457,-0.814,2.258,-4.395,-4.456
0.330,0.451,-0.825,3.174,-3.662,-4.456
0.339,0.458,-0.828,3.113,-2.197,-4.578
0.346,0.459,-0.835,3.418,-1.404,-5.066
0.348,0.463,-0.836,3.662,-1.587,-5.554
0.340,0.459,-0.837,3.418,-3.113,-5.981
0.340,0.465,-0.845,2.441,-4.028,-5.737
0.352,0.464,-0.861,1.953,-2.075,-5.127
0.375,0.468,-0.875,1.099,0.488,-4.822

-0.777,-0.315,2.466,87.036,-22.522,-1.770
-0.874,-0.426,2.601,137.024,-40.588,10.620
-0.912,-0.515,2.587,191.589,-51.086,31.982
-0.896,-0.584,2.349,240.906,-43.701,59.937
-0.900,-0.664,2.042,289.062,-20.813,92.468
-0.828,-0.748,1.682,327.209,7.202,122.803
-0.668,-0.726,1.225,352.783,31.067,151.611
-0.523,-0.730,0.690,376.465,44.434,172.729
-0.437,-0.677,0.185,383.118,50.293,177.673
-0.417,-0.503,-0.101,372.314,54.382,179.687
-0.500,-0.266,-0.212,358.826,55.420,187.317
-0.436,-0.150,-0.365,362.183,54.749,208.557
-0.327,-0.128,-0.651,382.141,54.443,235.840
-0.170,-0.155,-0.955,401.672,65.063,262.817
0.033,-0.232,-1.306,416.748,87.769,289.124
0.628,-0.426,-1.907,416.748,128.601,313.843
1.449,-0.243,-2.445,362.976,154.968,311.279
1.790,0.093,-2.619,290.894,130.432,263.611
1.797,0.251,-2.324,220.581,49.866,189.331
1.552,0.377,-1.985,174.988,-44.250,125.305
1.166,0.476,-1.687,148.437,-109.253,80.200
0.814,0.514,-1.558,143.066,-112.366,62.988
0.748,0.522,-1.734,152.100,-62.195,72.632
0.853,0.530,-1.798,149.475,0.305,88.867
1.083,0.566,-1.971,136.780,34.607,95.215
1.160,0.691,-1.699,103.394,28.015,77.698
0.972,0.810,-1.325,69.763,-17.822,48.950
0.678,0.776,-1.017,54.688,-55.603,17.334
0.430,0.775,-0.773,47.363,-69.824,2.869
0.270,0.784,-0.659,50.842,-56.702,3.906
0.222,0.758,-0.679,62.683,-27.344,14.709
0.301,0.742,-0.801,74.829,3.357,29.175
0.404,0.750,-0.944,78.979,18.005,36.804
0.467,0.726,-1.071,76.599,14.038,33.325
0.437,0.688,-1.107,65.613,-2.319,22.034
0.344,0.670,-1.060,51.392,-21.484,10.254
0.244,0.633,-1.001,39.612,-30.457,2.014
0.173,0.607,-0.924,32.288,-28.625,0.183
0.167,0.590,-0.890,30.518,-21.851,4.822
0.198,0.571,-0.919,34.668,-13.550,12.512
0.288,0.544,-1.003,41.077,-5.981,20.813
0.401,0.520,-1.062,41.260,-0.671,24.292
0.464,0.506,-1.055,33.813,-2.014,20.447
0.458,0.510,-0.939,21.362,-11.902,12.695
0.406,0.528,-0.807,9.094,-21.851,3.296
0.317,0.531,-0.680,3.174,-29.114,-3.418
0.253,0.527,-0.637,3.845,-25.635,-3.540
0.250,0.527,-0.630,8.728,-11.475,1.709
0.296,0.534,-0.658,14.954,0.732,7.812
0.364,0.531,-0.721,21.912,0.610,12.390
