aX,aY,aZ,gX,gY,gZ
-0.538,-0.085,1.132,13.733,-9.583,-2.563
-0.499,-0.035,1.068,11.230,-10.315,-1.709
-0.351,-0.006,0.985,7.996,-4.211,1.953
-0.303,-0.015,0.997,5.249,1.892,1.953
-0.314,-0.016,1.081,3.845,-1.770,-0.854
-0.381,-0.041,1.159,6.287,-6.653,-2.625
-0.388,-0.052,1.109,9.277,-4.639,-3.052
-0.402,-0.037,0.974,9.888,0.366,-4.028
-0.422,-0.003,0.822,7.996,0.854,-5.249
-0.452,0.014,0.753,4.517,-1.404,-4.761
-0.477,0.002,0.760,2.991,-4.761,-3.052
-0.427,0.006,0.861,1.221,-6.714,-0.183
-0.302,-0.008,0.882,3.296,-5.005,3.052
-0.233,-0.041,0.846,5.310,-1.465,3.479
-0.199,-0.019,0.788,1.953,-2.747,-0.122
-0.226,-0.007,0.769,-2.869,-7.080,-5.066
-0.245,-0.012,0.801,-8.240,-8.545,-8.972
-0.305,-0.016,0.884,-10.193,-5.615,-11.414
-0.348,-0.018,1.009,-9.766,-3.845,-10.559
-0.437,-0.032,1.052,-5.249,-2.319,-8.606
-0.492,-0.034,1.043,0.671,-2.625,-4.761
-0.421,-0.022,0.996,5.798,-1.099,1.221
-0.345,-0.013,0.915,8.118,3.662,4.700
-0.255,-0.025,0.891,5.798,2.869,4.883
-0.220,-0.029,0.903,2.563,0.366,2.014
-0.311,-0.060,0.985,0.305,-2.075,-2.991
-0.414,-0.052,1.037,1.099,-6.470,-5.798
-0.468,-0.048,1.033,3.723,-7.751,-5.371
-0.469,-0.043,0.966,6.531,-6.653,-2.991
-0.396,-0.034,0.868,6.531,-5.371,-0.427
-0.399,-0.044,0.850,3.113,-4.089,-0.183
-0.409,-0.038,0.896,-2.014,-4.761,-1.404
-0.402,-0.034,0.970,-4.272,-6.592,-1.221
-0.384,-0.043,0.974,-2.686,-6.531,-0.244
-0.351,-0.036,1.003,-1.160,-3.418,1.953
-0.271,-0.018,0.977,0.854,-1.404,2.991
-0.254,-0.038,0.904,3.113,1.099,1.526
-0.298,-0.056,0.863,2.258,0.671,-1.465
-0.365,-0.047,0.855,-0.183,-4.272,-4.456
-0.450,-0.086,0.884,-2.319,-9.888,-5.859
-0.498,-0.072,0.979,-4.028,-10.254,-6.226
-0.478,-0.050,1.046,-2.808,-7.629,-3.296
-0.409,-0.043,1.024,1.465,-6.104,0.671
-0.332,-0.031,0.956,4.456,-2.686,3.296
-0.260,-0.020,0.921,5.371,2.075,3.906
-0.253,-0.033,0.892,5.188,3.540,2.258
-0.316,-0.050,0.916,3.723,-0.549,-0.854
-0.370,-0.049,0.948,1.465,-5.188,-2.625
-0.395,-0.054,0.990,0.122,-5.249,-1.587
-0.364,-0.034,0.998,-0.122,-4.150,0.000
-0.312,-0.040,0.986,1.160,-5.310,1.953
-0.289,-0.037,0.963,1.343,-6.470,0.916
-0.275,-0.043,0.950,0.732,-4.395,-0.244
-0.290,-0.062,0.958,0.061,-2.380,-2.380
-0.313,-0.059,0.954,-1.343,-4.944,-5.249
-0.374,-0.066,0.970,-1.892,-9.583,-7.446
-0.395,-0.050,0.997,-2.625,-11.780,-7.263
-0.380,-0.029,0.999,-2.380,-9.888,-4.944
-0.332,-0.043,1.005,-0.854,-6.165,-2.075
-0.289,-0.041,0.981,0.488,-2.563,-0.793
-0.298,-0.063,0.963,1.465,-2.319,-1.587
-0.336,-0.068,0.966,1.038,-3.845,-3.662
-0.383,-0.044,0.966,-0.061,-3.845,-5.554
-0.421,-0.043,0.960,0.793,-4.028,-4.517
-0.437,-0.055,0.965,2.136,-5.310,-1.587
-0.420,-0.046,1.000,2.808,-6.897,0.671
-0.360,-0.032,1.017,4.089,-7.019,2.380
-0.306,-0.041,1.015,5.859,-4.944,3.418
-0.230,-0.028,0.991,6.470,-1.282,2.319
-0.220,-0.032,0.948,6.958,1.770,-0.061
-0.274,-0.051,0.907,6.531,1.038,-3.906
-0.359,-0.042,0.891,4.639,-2.380,-6.775
-0.428,-0.050,0.911,2.930,-5.676,-6.958
-0.425,-0.049,0.948,1.526,-7.690,-4.578
-0.373,-0.050,0.975,1.282,-8.240,-1.709
-0.301,-0.039,1.005,2.014,-7.263,-0.488
-0.222,-0.034,0.968,3.174,-3.967,-0.671
-0.233,-0.055,0.938,3.906,-1.831,-3.296
-0.307,-0.059,0.923,2.625,-3.906,-6.775
-0.396,-0.035,0.949,0.854,-6.409,-7.751
-0.475,-0.041,0.968,0.916,-6.531,-6.775

0.901,1.148,1.178,-38.208,4.028,21.179
1.435,1.468,1.409,-43.213,13.428,22.217
2.076,1.943,1.488,-66.040,46.326,19.653
3.015,2.397,1.615,-86.487,91.919,27.710
3.966,2.701,1.432,-54.626,124.756,34.180
3.998,2.679,0.636,34.851,134.338,16.479
3.998,2.000,0.095,90.088,81.421,-47.852
3.998,1.244,-0.460,59.265,6.653,-167.297
3.998,0.714,-0.706,-40.405,-45.959,-307.190
3.055,-0.045,-0.632,-141.479,-64.880,-440.125
0.606,-1.307,-0.058,-196.655,-74.707,-521.790
-2.565,-2.558,0.889,-221.558,-68.481,-500.061
-4.000,-2.849,1.510,-234.192,-39.063,-370.361
-4.000,-3.688,2.022,-188.843,-39.856,-235.657
-4.000,-3.582,2.204,-128.418,4.333,-189.575
-4.000,-2.699,2.413,-126.587,30.701,-164.490
-3.590,-2.414,2.658,-107.361,-9.644,-82.214
-2.661,-2.244,2.198,-33.142,-43.274,-7.568
-2.001,-1.494,1.518,-0.122,-25.452,-0.061
-0.692,-0.802,0.706,3.052,27.039,24.963
0.700,-0.421,-0.172,26.245,84.167,72.083
1.237,-0.183,-0.582,32.166,88.257,57.495
0.908,-0.003,-0.486,13.733,24.231,0.549
0.324,-0.071,0.051,0.183,-53.589,-28.992
-0.142,-0.222,0.560,-2.380,-75.562,-36.865
-0.391,-0.319,1.005,-4.333,-45.044,-36.743
-0.384,-0.290,1.216,-3.113,-15.503,-27.832
-0.413,-0.301,1.224,3.784,-8.911,-18.005
-0.511,-0.341,1.194,11.963,-14.832,-12.939
-0.513,-0.279,1.073,19.531,-11.902,-6.958
-0.422,-0.195,0.970,23.926,-3.296,3.723
-0.281,-0.170,0.879,28.320,0.244,10.437
-0.193,-0.168,0.782,28.992,0.244,10.071
-0.179,-0.140,0.777,20.264,-2.686,5.493
-0.086,-0.071,0.720,16.968,-7.019,-0.793
-0.055,-0.006,0.787,10.803,-5.066,-7.202
-0.013,0.037,0.808,10.437,-6.226,-12.451
-0.083,0.028,0.855,8.179,-10.132,-18.005
-0.310,-0.006,0.985,5.310,-15.991,-22.522
-0.525,-0.020,1.105,9.094,-23.376,-21.851
-0.613,-0.026,1.195,10.559,-24.658,-15.320
-0.557,0.002,1.202,8.972,-14.160,-9.338
-0.425,0.040,1.149,4.944,-2.258,-5.981
-0.303,0.067,1.056,2.747,3.967,-4.150
-0.285,0.059,1.008,0.732,4.700,-6.042
-0.373,0.068,1.044,-0.549,0.366,-8.118
-0.389,0.053,1.078,2.563,-3.418,-5.859
-0.274,0.052,1.045,7.385,3.540,-1.221
-0.145,0.044,0.913,10.620,11.475,1.282
-0.132,0.023,0.787,10.071,8.484,-1.038
-0.221,0.014,0.781,5.554,-2.197,-8.057
-0.405,0.012,0.820,2.686,-13.000,-13.977
-0.513,0.010,0.909,1.648,-17.273,-12.329
-0.452,0.021,0.914,3.113,-12.573,-6.958
-0.348,0.011,0.880,5.493,-5.493,-2.136
-0.264,0.011,0.820,6.531,-5.066,-0.488
-0.274,-0.000,0.817,4.517,-9.399,-2.380
-0.335,0.024,0.865,1.465,-12.329,-5.432
-0.349,0.044,0.923,-0.977,-9.827,-5.249
-0.334,0.033,0.969,-1.526,-5.005,-3.296
-0.320,0.031,0.979,-0.916,-2.808,-2.869
-0.317,0.054,0.974,-0.916,-2.930,-3.479
-0.325,0.047,0.975,-0.427,-4.150,-3.540
-0.277,0.061,0.942,-0.732,-1.404,-2.380
-0.284,0.035,0.945,-1.404,3.784,-3.235
-0.309,0.021,0.983,-1.953,-0.244,-4.517
-0.363,-0.001,1.011,-0.671,-8.301,-4.211
-0.429,-0.020,1.066,0.549,-11.475,-2.991
-0.415,0.004,1.070,1.648,-11.292,-2.014
-0.390,0.005,1.040,4.639,-8.484,-0.122
-0.313,0.009,0.998,6.226,-5.493,1.343
-0.287,0.006,0.947,6.714,-1.282,-0.061
-0.328,-0.002,0.947,5.554,0.793,-1.587
-0.366,0.012,0.947,4.944,-1.404,-1.343
-0.394,0.009,0.965,5.798,-3.967,0.305
-0.402,0.011,0.954,6.897,-6.104,2.441
-0.349,0.027,0.931,7.202,-6.226,4.456
-0.278,0.022,0.911,5.737,-0.427,5.798
-0.257,0.025,0.954,3.235,4.028,4.028
-0.221,0.029,0.973,2.380,4.089,1.953
-0.247,-0.002,0.997,3.052,3.296,0.305
-0.299,0.014,1.016,4.211,0.244,-1.953
-0.316,0.008,1.003,6.470,-4.333,-1.953
-0.376,-0.000,0.972,8.545,-8.240,-1.892
-0.392,-0.002,0.944,7.446,-11.963,-0.916
-0.331,0.022,0.915,5.188,-8.911,1.648
-0.232,0.032,0.922,3.296,0.366,2.930
-0.188,0.027,0.904,1.282,5.310,1.099
-0.221,0.020,0.900,0.427,2.625,-2.197
-0.282,0.013,0.928,-0.671,-2.502,-5.066
-0.341,0.018,0.965,-1.648,-4.211,-6.592
-0.383,0.025,0.990,-1.587,-5.249,-6.470
-0.369,0.031,1.023,-0.671,-7.690,-4.700
-0.295,0.043,1.019,1.160,-6.042,-1.892
-0.242,0.031,1.003,2.930,-0.916,-0.366
-0.202,0.020,0.984,4.395,2.380,-0.732
-0.185,0.026,0.957,4.639,2.869,-2.625
-0.236,-0.002,0.938,4.822,1.221,-5.066
-0.312,-0.006,0.939,3.479,-1.526,-7.874
-0.392,0.005,0.959,1.343,-3.418,-8.972
-0.426,0.002,1.003,0.732,-4.883,-6.897
-0.423,0.009,1.018,1.343,-4.150,-4.028
-0.387,0.006,1.029,2.502,-3.174,-0.732
-0.322,0.020,1.032,3.845,-2.502,1.953
-0.272,0.037,1.009,5.371,-1.221,1.831
-0.240,0.031,0.969,6.836,-1.282,1.343
-0.216,0.025,0.935,6.348,-2.258,-0.549
-0.261,0.017,0.941,4.517,-4.211,-3.967
-0.306,0.017,0.974,2.930,-7.263,-5.920
-0.324,0.017,0.990,2.991,-8.240,-5.432
-0.314,0.029,0.964,3.906,-5.493,-4.089
-0.283,0.023,0.937,4.578,-2.014,-2.930
-0.274,0.015,0.903,4.456,-1.526,-2.930
-0.300,0.011,0.894,2.686,-4.028,-4.150
-0.351,0.012,0.913,0.183,-5.981,-6.104
-0.408,0.007,0.961,-1.648,-7.141,-6.165
-0.387,0.015,1.012,-2.136,-7.629,-4.150
-0.325,0.037,1.026,-1.160,-4.456,-2.075
-0.260,0.039,1.020,0.793,-1.465,-1.587

1.224,2.196,0.699,-34.119,94.299,10.132
1.798,2.388,0.637,-36.804,137.390,40.955
2.390,2.289,0.576,-2.625,152.405,86.670
3.042,2.116,0.167,74.158,124.084,122.192
3.801,1.690,-0.531,123.596,62.866,107.605
3.998,1.085,-1.189,69.153,19.714,28.809
3.998,0.411,-1.098,-62.378,16.418,-122.009
3.969,-0.304,-0.871,-189.514,28.931,-308.228
2.866,-1.302,-0.611,-294.250,28.076,-489.868
0.472,-2.919,0.305,-352.234,0.916,-641.907
-3.140,-4.000,1.021,-360.840,-14.160,-684.082
-4.000,-4.000,1.905,-300.110,-140.137,-532.227
-4.000,-3.734,3.614,-310.242,-278.076,-304.871
-4.000,-2.714,4.000,-235.168,-225.647,-146.667
-4.000,-2.227,4.000,-69.397,-9.827,-48.340
-2.152,-2.144,2.848,-23.132,151.794,44.373
-0.365,-1.240,1.145,-17.273,194.214,100.525
0.775,-0.283,0.391,6.165,147.949,94.238
1.504,0.140,-0.194,23.926,95.276,49.744
1.500,0.289,-0.387,27.283,40.344,6.165
1.279,0.362,-0.310,14.832,13.184,-28.381
1.066,0.215,-0.109,-0.854,3.296,-48.401
0.761,0.016,0.210,-18.616,-9.644,-62.561
0.070,-0.234,0.577,-31.067,-30.701,-78.491
-0.722,-0.513,0.997,-32.837,-43.213,-83.252
-1.326,-0.643,1.417,-22.644,-34.302,-73.303
-1.360,-0.531,1.509,-8.484,-11.658,-52.124
-1.055,-0.382,1.325,0.122,15.198,-26.611
-0.671,-0.293,0.994,17.822,35.339,-7.568
-0.385,-0.203,0.812,20.935,31.311,-0.549
-0.323,-0.141,0.793,18.799,13.306,-1.038
-0.309,-0.103,0.860,17.334,-2.808,-2.686
-0.277,-0.041,0.914,15.930,-2.075,-1.648
-0.163,-0.001,0.888,16.357,9.827,1.404
-0.062,0.007,0.806,15.198,20.447,0.977
-0.069,0.031,0.789,8.789,19.775,-6.897
-0.218,0.030,0.822,3.601,8.667,-16.113
-0.448,-0.012,0.942,0.610,-2.502,-21.057
-0.539,-0.024,1.082,-0.977,-10.193,-21.362
-0.507,-0.002,1.138,-0.244,-9.705,-18.433
-0.468,-0.007,1.164,2.136,-3.540,-14.709
-0.366,0.020,1.136,4.822,0.671,-11.658
-0.345,0.030,1.083,8.484,6.409,-10.742
-0.368,0.016,1.021,10.986,5.249,-11.414
-0.416,-0.016,0.935,13.672,-1.038,-11.719
-0.469,-0.053,0.924,11.108,-4.456,-11.292
-0.505,-0.084,0.960,8.240,-5.371,-10.010
-0.504,-0.059,0.992,7.019,-8.850,-8.423
-0.379,-0.006,0.966,8.545,-8.850,-3.113
-0.207,0.002,0.871,11.536,0.549,1.526
-0.106,0.008,0.816,10.681,8.362,0.366
-0.061,-0.005,0.786,8.850,6.348,-3.967
-0.146,-0.047,0.788,6.531,-0.366,-9.644
-0.276,-0.070,0.858,2.319,-8.362,-15.625
-0.351,-0.060,0.921,0.183,-13.855,-16.418
-0.396,-0.063,0.942,0.732,-13.306,-14.526
-0.416,-0.047,0.935,0.305,-11.230,-12.695
-0.375,-0.034,0.946,0.366,-9.277,-9.277
-0.355,-0.040,0.975,0.732,-7.507,-7.324
-0.365,-0.049,0.989,-0.183,-8.057,-7.263
-0.410,-0.041,1.001,-1.160,-9.583,-7.324
-0.468,-0.034,1.024,-1.038,-12.390,-7.080
-0.488,-0.001,1.013,1.038,-15.015,-5.432
-0.404,0.031,1.004,2.441,-11.902,-1.953
-0.277,0.032,0.977,3.784,-2.380,1.404
-0.229,0.014,0.975,4.517,5.005,-0.366
-0.242,0.012,0.984,5.554,4.272,-3.784
-0.309,-0.013,0.981,7.385,-0.305,-5.127
-0.367,-0.026,0.951,8.240,-2.991,-5.493
-0.345,0.005,0.910,7.324,-2.197,-4.456
-0.263,0.002,0.856,7.080,1.160,-1.709
-0.212,-0.027,0.837,4.639,2.380,-1.770
-0.231,-0.017,0.847,0.061,-2.625,-4.944
-0.289,-0.008,0.920,-3.235,-9.583,-7.446
-0.341,-0.031,0.964,-3.723,-10.803,-7.324
-0.401,-0.051,1.000,-3.296,-6.470,-7.507
-0.387,-0.028,1.034,-2.502,-4.089,-6.165
-0.348,-0.016,1.047,0.671,-1.282,-3.418
-0.299,-0.005,1.018,4.089,2.625,-2.014
-0.293,0.008,0.959,6.714,5.066,-2.625
-0.310,-0.010,0.918,7.019,2.563,-4.150
-0.356,-0.011,0.908,5.554,-2.258,-5.554
-0.405,-0.010,0.933,3.967,-5.005,-5.676
-0.430,-0.026,0.963,3.601,-6.226,-4.395
-0.416,-0.027,0.970,3.784,-4.517,-2.625
-0.368,-0.015,0.966,3.662,-1.587,-1.099
-0.332,-0.000,0.945,3.601,-1.221,-1.526
-0.317,0.006,0.947,2.869,-2.380,-2.930
-0.316,0.009,0.961,1.831,-2.686,-3.845
-0.371,-0.004,0.994,1.465,-2.563,-4.944
-0.409,-0.004,1.031,2.197,-3.418,-5.127
-0.449,-0.011,1.033,3.845,-3.174,-4.089
-0.466,0.000,1.020,5.493,-2.258,-2.075
-0.444,0.023,0.982,6.775,-1.038,0.488
-0.394,0.022,0.957,7.507,-0.610,3.540
-0.358,0.019,0.953,7.080,-2.014,4.761
-0.327,0.029,0.968,6.592,-4.272,5.127
-0.327,0.016,1.010,6.531,-5.737,4.761
-0.289,0.020,1.031,7.080,-6.531,4.700
-0.273,0.013,1.017,7.935,-4.822,3.235
-0.291,0.009,1.004,8.179,-4.639,0.916
-0.303,0.007,0.987,7.996,-6.958,0.000
-0.319,0.004,0.972,7.446,-6.714,-0.366
-0.350,0.002,0.960,6.958,-4.517,-0.427
-0.341,0.004,0.948,6.775,-4.272,0.916
-0.329,-0.003,0.939,7.019,-3.479,2.197
-0.311,-0.003,0.944,6.775,-3.601,2.258
-0.279,0.007,0.929,6.470,-4.578,2.014
-0.266,-0.000,0.920,5.676,-4.333,1.160
-0.255,-0.003,0.927,4.333,-4.150,-0.549
-0.272,-0.002,0.921,3.540,-4.700,-2.502
-0.292,-0.006,0.922,2.991,-4.883,-4.150
-0.332,-0.017,0.929,2.197,-3.784,-4.578
-0.362,-0.008,0.969,1.831,-3.418,-4.456
-0.390,-0.008,0.986,3.357,-4.761,-3.601
-0.397,-0.004,0.984,5.432,-5.737,-2.319
-0.358,-0.005,0.969,6.836,-5.249,-0.488
-0.293,0.012,0.927,7.019,-1.343,0.549
-0.256,0.007,0.882,6.104,2.258,0.061

0.842,1.474,0.900,-23.010,50.537,-18.555
1.391,1.735,1.032,-30.396,68.054,-6.897
2.024,1.887,1.170,-30.151,80.505,5.615
2.742,1.904,1.231,-9.277,77.087,10.315
3.466,1.686,1.109,33.325,62.012,-3.235
3.998,1.430,0.370,81.299,77.698,-42.908
3.998,0.911,-0.817,61.523,99.854,-138.184
3.998,0.135,-1.059,-22.827,59.692,-305.420
3.795,-0.723,-1.199,-148.132,48.584,-503.784
2.375,-1.842,-0.629,-254.089,14.160,-666.321
-0.848,-3.257,-0.081,-312.439,-36.194,-734.375
-3.949,-3.529,0.830,-284.729,-192.993,-622.681
-4.000,-3.549,1.898,-271.973,-345.703,-384.338
-4.000,-3.688,3.293,-261.780,-293.213,-229.248
-4.000,-3.325,3.180,-160.522,-58.044,-138.062
-2.919,-2.548,2.690,-118.958,96.130,-58.044
-1.751,-2.150,2.214,-77.332,69.397,-6.958
-1.297,-1.582,1.718,-23.315,-4.883,-1.465
-0.985,-0.904,1.331,8.240,-31.494,-5.371
-0.455,-0.413,0.730,34.546,9.888,13.672
0.167,-0.123,0.198,43.579,68.909,35.034
0.622,0.144,-0.036,32.776,78.918,30.151
0.795,0.260,-0.106,24.719,44.434,13.855
0.568,0.155,0.146,15.808,1.160,-3.601
0.227,0.067,0.476,5.920,-22.156,-18.616
-0.147,-0.047,0.765,1.038,-18.066,-25.940
-0.447,-0.157,0.991,2.991,-9.583,-26.917
-0.608,-0.249,1.120,5.188,-8.972,-21.118
-0.742,-0.315,1.175,9.888,-9.216,-17.090
-0.816,-0.291,1.192,14.893,-10.315,-14.282
-0.744,-0.216,1.185,18.860,-12.512,-5.554
-0.494,-0.135,1.113,23.743,-8.179,4.883
-0.198,-0.042,0.970,25.818,3.113,9.705
0.012,0.001,0.822,23.499,13.000,6.836
0.119,0.002,0.837,17.517,14.648,0.610
0.020,0.019,0.894,12.268,5.249,-10.193
-0.167,-0.009,0.961,11.169,-10.193,-18.921
-0.339,-0.039,1.016,11.902,-18.616,-21.912
-0.417,-0.034,1.065,11.597,-16.357,-21.606
-0.444,-0.008,1.060,10.010,-9.033,-19.348
-0.513,-0.029,1.045,9.399,-5.127,-17.334
-0.540,-0.013,1.035,8.484,-9.766,-15.076
-0.498,0.024,1.038,9.583,-13.916,-11.108
-0.455,0.054,1.041,12.695,-14.160,-7.935
-0.372,0.065,1.033,9.888,-17.212,-3.174
-0.292,0.070,1.035,7.324,-19.165,-0.427
-0.307,0.033,1.011,7.751,-17.334,-1.770
-0.288,0.030,1.001,7.507,-12.024,-2.869
-0.220,0.039,0.982,7.690,1.648,-2.014
-0.123,0.054,0.893,9.338,15.015,-2.319
-0.068,0.043,0.820,10.132,19.287,-4.639
-0.080,0.004,0.751,9.827,13.123,-9.094
-0.222,-0.024,0.734,6.775,2.197,-14.526
-0.394,-0.051,0.781,2.747,-9.155,-16.846
-0.501,-0.089,0.845,0.183,-17.029,-15.686
-0.585,-0.125,0.921,-2.075,-18.433,-13.306
-0.544,-0.107,1.010,-4.089,-15.930,-8.423
-0.405,-0.035,1.043,-3.418,-9.094,-3.296
-0.245,0.004,1.004,-1.038,0.916,-0.183
-0.163,0.007,0.935,0.427,6.714,-0.488
-0.212,-0.019,0.896,0.793,2.075,-3.784
-0.343,-0.062,0.924,-0.732,-9.521,-7.202
-0.451,-0.089,0.970,-2.197,-16.541,-7.812
-0.472,-0.069,1.016,-1.221,-13.550,-5.005
-0.340,-0.054,1.019,1.038,-6.714,0.244
-0.203,-0.033,0.963,2.625,1.465,2.502
-0.180,-0.019,0.918,2.441,2.869,-0.549
-0.241,-0.016,0.912,2.808,-4.089,-4.089
-0.332,-0.006,0.925,3.540,-9.521,-5.493
-0.337,-0.024,0.892,4.517,-9.094,-3.723
-0.289,-0.043,0.847,2.563,-2.014,-1.709
-0.224,-0.019,0.870,-2.197,3.601,-1.831
-0.199,-0.021,0.904,-2.563,2.319,-2.808
-0.239,-0.037,0.942,-2.197,-1.648,-4.456
-0.273,-0.051,0.974,-2.014,-2.319,-5.798
-0.314,-0.056,0.966,-1.099,-0.061,-6.897
-0.342,-0.049,0.961,-0.488,0.916,-6.714
-0.368,-0.043,0.968,0.793,-0.671,-5.737
-0.376,-0.056,0.980,1.953,-3.052,-4.150
-0.389,-0.047,0.995,2.625,-4.395,-2.686
-0.343,-0.027,1.017,3.235,-3.418,-0.916
-0.274,-0.016,1.003,4.395,0.854,1.282
-0.240,-0.027,0.991,4.944,2.747,0.854
-0.244,-0.020,0.973,4.822,1.282,-1.282
-0.290,-0.020,0.970,3.967,-2.319,-3.784
-0.353,-0.030,0.980,3.418,-7.080,-5.310
-0.405,-0.026,1.010,2.625,-9.277,-5.005
-0.403,-0.012,1.042,2.441,-9.033,-3.174
-0.355,0.007,1.034,4.028,-6.348,-0.977
-0.307,0.007,1.020,4.944,-0.916,0.549
-0.267,-0.001,1.003,4.639,2.563,0.366
-0.265,-0.007,0.984,3.845,0.488,-1.282
-0.330,-0.019,0.997,3.235,-6.165,-3.479
-0.389,-0.027,1.003,3.235,-12.024,-4.333
-0.397,-0.020,1.016,2.991,-12.390,-3.174
-0.335,-0.000,1.002,3.174,-7.996,-0.793
-0.270,-0.006,0.961,3.540,-3.662,0.671
-0.244,-0.012,0.947,2.380,-3.174,-0.122
-0.257,-0.019,0.951,1.221,-6.958,-1.465
-0.307,-0.032,0.983,0.427,-11.047,-3.113
-0.345,-0.036,1.016,0.977,-13.306,-3.174
-0.328,-0.026,1.025,2.441,-11.963,-1.343
-0.289,-0.020,1.009,4.395,-7.751,0.549
-0.236,-0.019,0.980,5.615,-5.981,1.648
-0.195,-0.009,0.957,5.615,-5.432,1.404
-0.196,-0.019,0.925,5.310,-4.150,-0.488
-0.229,-0.027,0.911,4.272,-5.066,-2.747
-0.272,-0.040,0.933,2.808,-8.362,-4.639
-0.339,-0.041,0.945,2.319,-11.047,-5.859
-0.341,-0.035,0.973,2.441,-11.047,-4.700
-0.311,-0.026,0.967,3.418,-6.714,-2.441
-0.305,-0.029,0.945,4.150,-2.380,-1.892
-0.296,-0.022,0.928,4.333,-2.197,-1.770
-0.302,-0.040,0.925,4.089,-4.395,-1.587
-0.332,-0.051,0.918,2.625,-7.935,-2.869
-0.346,-0.047,0.936,0.305,-11.292,-3.723
-0.336,-0.022,0.970,-1.770,-11.414,-3.113
-0.284,0.002,0.993,-1.953,-9.277,-1.282
-0.210,0.024,0.995,-0.671,-3.418,-0.122

1.585,1.398,1.298,-35.339,-40.710,30.151
2.419,1.548,1.623,-41.016,-33.203,43.640
3.268,1.658,1.549,-17.822,-9.033,51.758
3.985,1.585,1.225,40.955,16.602,35.583
3.998,1.451,0.582,90.515,41.565,-19.470
3.998,1.034,-0.409,85.144,35.950,-130.310
3.998,0.482,-0.502,38.208,-34.546,-287.476
3.861,-0.106,-0.534,-72.388,-61.768,-455.200
2.511,-0.911,-0.391,-163.574,-63.660,-603.882
-0.140,-2.464,0.031,-232.971,-33.447,-699.463
-3.888,-3.067,0.550,-261.841,-34.058,-659.729
-4.000,-2.655,1.475,-242.432,-113.770,-446.167
-4.000,-2.664,2.463,-238.220,-162.415,-251.526
-4.000,-2.548,2.462,-174.011,-67.139,-186.462
-3.275,-2.340,1.964,-118.591,46.509,-131.287
-2.018,-2.052,1.810,-98.267,33.203,-66.467
-1.476,-1.749,1.694,-66.406,-38.513,-40.466
-1.471,-1.304,1.673,-40.771,-67.505,-46.997
-1.136,-0.784,1.287,-4.578,-25.513,-24.902
-0.300,-0.463,0.719,31.189,47.119,17.212
0.417,-0.221,0.128,45.044,87.280,35.706
0.573,-0.165,-0.251,38.574,64.148,18.250
0.282,-0.213,-0.036,16.357,2.625,-9.094
-0.155,-0.206,0.402,1.404,-42.236,-23.926
-0.474,-0.291,0.796,-3.418,-42.908,-24.780
-0.475,-0.309,0.971,-5.798,-20.264,-16.418
-0.346,-0.271,1.107,-4.761,1.953,-6.104
-0.245,-0.287,1.135,8.240,6.592,-1.587
-0.313,-0.307,1.190,15.198,0.671,-3.723
-0.420,-0.256,1.129,20.447,-10.681,-7.690
-0.450,-0.233,1.016,24.292,-15.686,-6.897
-0.433,-0.200,0.937,24.414,-12.939,-4.211
-0.247,-0.125,0.904,21.667,-9.827,-1.587
-0.143,-0.065,0.879,18.066,-5.371,-1.587
-0.141,-0.001,0.888,15.137,-5.859,-6.226
-0.133,0.046,0.909,12.085,-6.714,-9.216
-0.212,0.046,0.934,10.925,-3.906,-11.780
-0.327,0.010,0.966,9.766,-3.357,-15.198
-0.433,0.006,1.004,8.057,-6.287,-15.625
-0.492,0.004,1.071,6.836,-7.996,-13.977
-0.451,0.035,1.074,6.958,-7.202,-11.597
-0.423,0.016,1.020,8.789,-4.700,-9.094
-0.369,0.009,0.950,9.644,-4.272,-7.996
-0.348,0.010,0.893,8.057,-4.395,-8.667
-0.322,0.002,0.902,5.737,-4.761,-9.949
-0.312,0.011,0.892,4.944,-2.136,-9.705
-0.313,0.010,0.894,4.517,-2.686,-10.010
-0.251,0.033,0.868,5.005,-4.639,-9.460
-0.223,0.023,0.833,4.639,-2.502,-8.911
-0.174,0.013,0.824,3.296,-0.793,-9.644
-0.153,-0.010,0.794,2.747,-0.305,-10.071
-0.239,-0.056,0.794,0.793,-1.160,-13.123
-0.370,-0.073,0.847,-2.563,-4.578,-16.052
-0.469,-0.084,0.904,-4.211,-10.010,-14.771
-0.507,-0.063,0.938,-4.211,-11.780,-12.573
-0.504,-0.021,0.983,-3.845,-11.475,-9.155
-0.401,-0.003,0.994,-1.221,-11.719,-3.357
-0.323,-0.011,1.000,2.197,-6.714,-0.244
-0.266,0.003,1.024,2.747,-1.587,-0.305
-0.150,0.022,0.999,4.883,1.160,-0.366
-0.128,-0.001,0.917,6.592,5.615,-2.869
-0.178,-0.016,0.882,4.272,4.150,-7.751
-0.247,-0.014,0.880,1.099,-2.747,-10.864
-0.373,-0.037,0.912,-1.892,-5.920,-12.512
-0.479,-0.052,0.973,-2.502,-5.432,-11.169
-0.490,-0.042,1.001,-1.343,-5.432,-6.226
-0.464,-0.035,1.011,0.549,-4.944,-1.282
-0.414,-0.021,1.014,2.441,-6.836,1.465
-0.341,-0.001,0.991,3.174,-8.667,2.258
-0.325,-0.011,0.996,2.197,-7.080,0.549
-0.335,0.001,1.026,0.610,-7.751,-1.343
-0.300,0.015,1.041,1.404,-9.399,-1.038
